STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,UNIT_MEASURE,Unit of measure,FREQ,Frequency,MOTOR_ENERGY,Motor Energy,COMMON_PRODUCT,Common products,BASE_PERIOD,Base period,CONSTR_TRADE,Construction trades,ACTIVITY,Economic activity (NACE Rev.2),BUILDING_TYPE,Building type,MARKET,Market,PRODUCT_CPA_2_2,Products (CPA 2.2),TIME_TRANS,Time transformation,NRG_SRC,Energy source,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation status,DECIMALS,Decimals,COMMENT_DSET,Comments on the dataset levels,COMMENT_OBS,Comments to the observation value,COMMENT_TS_CONSTR_TRADE,Detailed description of the group of series
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1996-02,,68.4,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1996-03,,68.47,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1996-04,,68.62,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1996-05,,68.68,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1996-06,,68.69,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1996-07,,68.75,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1996-08,,68.81,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1996-09,,68.83,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1996-10,,68.96,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1996-11,,69.17,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1996-12,,69.16,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1997-01,,69.25,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1997-02,,69.45,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1997-03,,69.32,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1997-04,,69.34,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1997-05,,69.42,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1997-06,,69.48,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1997-07,,69.64,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1997-08,,69.76,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1997-09,,69.96,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1997-10,,70.14,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1997-11,,70.21,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1997-12,,70.18,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1998-01,,70.23,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1998-02,,70.2,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1998-03,,70.24,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1998-04,,70.09,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1998-05,,70.32,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1998-06,,70.29,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1998-07,,70.43,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1998-08,,70.49,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1998-09,,70.42,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1998-10,,70.48,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1998-11,,70.52,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1998-12,,70.46,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1999-01,,69.28,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1999-02,,70.56,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1999-03,,70.64,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1999-04,,70.98,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1999-05,,71.18,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1999-06,,71.15,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1999-07,,70.26,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1999-08,,71.41,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1999-09,,71.59,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1999-10,,71.79,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1999-11,,71.85,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,1999-12,,72.13,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,2000-01,,71.51,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,2000-02,,72.44,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,2000-03,,72.63,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,2000-04,,72.91,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,2000-05,,72.99,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,2000-06,,73.47,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,2000-07,,72.68,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,2000-08,,73.65,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,2000-09,,74.03,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,2000-10,,74.27,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,2000-11,,74.48,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,2000-12,,74.63,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,2001-01,,73.59,,0,Units,,,2,Two,,,,,,
DATAFLOW,LU1:DSD_PRIX_CONSO@DF_E5106(1.0),"National consumer price index (NCPI), base 100 in 2015",I,IPCN,National index consumer price  (NICP),IND,Index,M,Monthly,_Z,Not applicable,_Z,Not Applicable,2015,2015=100,_Z,Not Applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not aplicable,_Z,Not applicable,2001-02,,74.52,,0,Units,,,2,Two,,,,,,
