beta,sigma,theta,b,A,rho_s,rho_x,alpha,xi,kf,kw,N,eta,gamma,omega,rho_m,Theta_bar,sigma_a,rho_z,sigma_eps,mu,rho_n
0.989,2.0,11.0,0.0,0.7391080227978127,0.1,0.068,0.4,0.6,0.7,0.6,0.94,0.5,0.034615,0.67,0.73,1.01,0.15,0.95,0.0033,1.1,0.034334763948497854
